ref	text	macula_lemma	macula_eng	macula_lxx_greek	hcb	cu2010s	cu2010t	rso94	sruv06	tbi	lsg10	rv09	tpb08	esvuk16	arbnav	tglulb	bsb	engulb	bbc
1KI 15:33!7	בַּעְשָׁ֨א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Вааса	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 15:33!9	אֲחִיָּ֤ה	אֲחִיָּ֫הוּ	Ahijah	αξια	Ahiya	亚希雅	亞希雅	Ахии	Ahiya	Ahia	Achija	Ahías		Ahijah	أَخِيَّا	Ahias	Ahijah	Ahijah	Ahia
1KI 15:33!12	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильтянами	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:33!13	תִרְצָ֔ה	תִּרְצָה	Tirzah	θερσα	Tirza	得撒	得撒	Фирце	huko Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ	Tirza	Tirzah	Tirzah	Tirza
1KI 15:34!4	יְהוָ֑ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		pa BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 15:34!7	יָרָבְעָ֔ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:34!12	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израиля	Israeli	Israel	Israël	Israel		Israel		Israel	Israel	Israel	Israel
1KI 16:1!3	יְהוָה֙	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:1!5	יֵה֣וּא	יֵהוּא	Jehu	ιου	Yehu	耶户	耶戶	Иую	Yehu	Yehu	Jéhu	Jehú	jehu	Jehu	يَاهُو	Jehu	Jehu	Jehu	Jehu
1KI 16:1!7	חֲנָ֔נִי	חֲנָנִי	Hanani	ανανι	Hanani	哈拿尼	哈拿尼	Ананиеву	Hanani	Hanani	Hanani	Hanani	hanani	Hanani	حَنَانِي	Hanani	Hanani	Hanani	Hanani
1KI 16:1!9	בַּעְשָׁ֖א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасе	Baasha	Baesa	Baescha	Baasa		Baasha	لِبَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:2!10	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израиля	Israeli	Israel	Israël	Israel		Israel		Israel	Israel	Israel	Israel
1KI 16:2!13	יָרָבְעָ֗ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 16:2!17	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильтян	Israeli	Israel	Israël	Israel		Israel		Israel	Israel	Israel	Israel
1KI 16:3!4	בַעְשָׁ֖א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасы	Baasha	Baesa	Baescha	Baasa		Baasha	وَسَائِرَ	Baasa	Baasha	Baasha	Baesa
1KI 16:3!11	יָרָבְעָ֥ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 16:3!13	נְבָֽט	נְבָט	Nebat	ναβατ	Nebat	尼八	尼八	Наватова	Nebati	Nebat	Nebath	Nabat		Nebat	نَبَاطَ	Nebat	Nebat	Nebat	Nebat
1KI 16:4!2	בַעְשָׁא֙	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасы	Baasha	Baesa	Baescha	Baasa		Baasha	ذُرِّيَّتِكَ	Baasa	Baasha	Baasha	Baesa
1KI 16:5!3	בַעְשָׁ֛א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасы	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:5!15	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильских	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:6!2	בַּעְשָׁא֙	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Вааса	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:6!6	תִרְצָ֑ה	תִּרְצָה	Tirzah	θερσα	Tirza	得撒	得撒	Фирце	Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ	Tirza	Tirzah	Tirzah	Tirza
1KI 16:6!8	אֵלָ֥ה	אֵלָה	Elah	ηλα	Ela	以拉	以拉		Ela	Ela		Ela	ela	Elah	أَيْلَةُ	Ela	Elah	Elah	Ela
1KI 16:7!3	יֵה֨וּא	יֵהוּא	Jehu	ιου	Yehu	耶户	耶戶	Иуя	Yehu	Yehu	Jéhu	Jehú	jehu	Jehu	يَاهُو	Jehu	Jehu	Jehu	Jehu
1KI 16:7!5	חֲנָ֜נִי	חֲנָנִי	Hanani	ανανι	Hanani	哈拿尼	哈拿尼	Ананиева	Hanani	Hanani	Hanani	Hanani		Hanani	حَنَانِي	Hanani	Hanani	Hanani	Hanani
1KI 16:7!8	יְהוָ֡ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:7!11	בַּעְשָׁ֨א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасе	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:7!20	יְהוָ֗ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		pa BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:7!26	יָרָבְעָ֑ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоамову	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	اقْتَرَفَهُ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 16:8!5	אָסָ֖א	אָסָא	Asa	’’	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 16:8!7	יְהוּדָ֑ה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 16:8!9	אֵלָ֨ה	אֵלָה	Elah	ηλα	Ela	以拉	以拉		Ela	Ela		Ela	ela	Elah	أَيْلَةُ	Ela	Elah	Elah	Ela
1KI 16:8!11	בַּעְשָׁ֧א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасы	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:8!13	יִשְׂרָאֵ֛ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилем	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:8!14	תִרְצָ֖ה	תִּרְצָה	Tirzah	ἔτη	Tirza	得撒	得撒	Фирце	huko Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ	Tirza	Tirzah	Tirzah	Tirza
1KI 16:9!4	זִמְרִ֔י	זִמְרִי	Zimri	ζαμβρι	Zimri	心利	心利	Замврий	Zimri	Zimri	Zimri	Zimri	simri	Zimri	زِمْرِي	Zimri	Zimri	Zimri	marbulan
1KI 16:9!9	תִרְצָה֙	תִּרְצָה	Tirzah	θερσα	Tirza	得撒	得撒	Фирце	Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ	Tirza	Tirzah	Tirzah	Tirza
1KI 16:9!13	אַרְצָ֔א	אַרְצָא	Arza	ωσα	Arza	亚杂	亞雜	Арсы	mwa Arsa		Artsa		arsa	Arza	أَرْصَا	Arza	Arza	Arza	
1KI 16:9!17	תִרְצָֽה	תִּרְצָה	Tirzah	θερσα	Tirza			Фирце	huko Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ	Tirza	Tirzah	Tirzah	Tirza
1KI 16:10!2	זִמְרִי֙	זִמְרִי	Zimri	ζαμβρι	Zimri	心利	心利	Замврий	Zimri	Zimri	Zimri	Zimri	simri	Zimri	زِمْرِي	Zimri	Zimri	Zimri	Simri
1KI 16:10!8	אָסָ֖א	אָסָא	Asa	’’	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 16:10!10	יְהוּדָ֑ה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 16:11!10	בַּעְשָׁ֔א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙		Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:12!2	זִמְרִ֔י	זִמְרִי	Zimri	’’	Zimri	心利	心利	Замврий	Zimri	Zimri	Zimri	Zimri	simri	Zimri	زِمْرِي	Zimri	Zimri	Zimri	Simri
1KI 16:12!6	בַּעְשָׁ֑א	בַּעְשָׁא	Baasha	’’	Ba’asha	巴沙	巴沙	Ваасы	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:12!8	יְהוָה֙	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:12!12	בַּעְשָׁ֔א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасе	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:12!14	יֵה֥וּא	יֵהוּא	Jehu	ιου	Yehu	耶户	耶戶	Иуя	Yehu	Yehu	Jéhu	Jehú	jehu	Jehu	يَاهُو	Jehu	Jehu	Jehu	Jehu
1KI 16:13!4	בַּעְשָׁ֔א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасы	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 16:13!6	אֵלָ֣ה	אֵלָה	Elah	ηλα	Ela	以拉	以拉		Ela	Ela		Ela	ela	Elah	أَيْلَةُ	Ela	Elah	Elah	Ela
1KI 16:13!13	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израиля	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:13!16	יְהוָ֛ה	יהוה	LORD	κύριον	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:13!18	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилева	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:14!3	אֵלָ֖ה	אֵלָה	Elah	ηλα	Ela	以拉	以拉		Ela	Ela			ela	Elah	أَيْلَةَ	Ela	Elah	Elah	Ela
1KI 16:14!15	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильских	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:15!5	אָסָא֙	אָסָא	Asa	’’	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 16:15!7	יְהוּדָ֔ה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا		Judah	Judah	Juda
1KI 16:15!9	זִמְרִ֛י	זִמְרִי	Zimri	ἐβασίλευσεν	Zimri	心利	心利	Замврий	Zimri	Zimri	Zimri	Zimri	simri	Zimri	زِمْرِي	Zimri	Zimri	Zimri	Simri
1KI 16:15!12	תִרְצָ֑ה	תִּרְצָה	Tirzah	θερσα	Tirza	得撒	得撒	Фирце	huko Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ		Tirzah	Tirzah	Tirza
1KI 16:15!16	גִּבְּת֖וֹן	גִּבְּתוֹן	Gibbethon	γαβαθων	Gibbeton	基比顿	基比頓	Гавафон	Gibethoni	Gibeton	Guibbethon	Gibetón		Gibbethon	الْفِلِسْطِينِيَّةَ	Gibeton	Gibbethon	Gibbethon	Gibeton
1KI 16:16!6	זִמְרִ֔י	זִמְרִי	Zimri	ζαμβρι	Zimri	心利	心利	Замврий	Zimri	Zimri	Zimri	Zimri	simri	Zimri	زِمْرِي	Zimri	Zimri	Zimri	Simri
1KI 16:16!13	יִ֠שְׂרָאֵל	יִשְׂרָאֵל	Israel	ισραηλ		以色列	以色列	Израильтяне	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:16!15	עָמְרִ֨י	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврия	Omri	Omri	Omri	Omri	omri	Omri	وَاغْتَالَهُ	Omri	Omri	Omri	Omri
1KI 16:16!19	יִשְׂרָאֵ֛ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилем	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:17!2	עָמְרִ֛י	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврий	Omri	Omri	Omri	Omri	omri	Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:17!4	יִשְׂרָאֵ֥ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ilawa	以色列	以色列	Израильтяне	Israeli	Israel	Israël	Israel		Israel	الْجَيْشِ	Israel		Israel	Israel
1KI 16:17!6	גִּבְּת֑וֹן	גִּבְּתוֹן	Gibbethon	γαβαθων	Gibbeton	基比顿	基比頓	Гавафона	Gibethoni	Gibeton	Guibbethon	Gibetón		Gibbethon	جِبَّثُونَ	Gibeton	Gibbethon	Gibbethon	Gibeton
1KI 16:17!9	תִּרְצָֽה	תִּרְצָה	Tirzah	θερσα	Tirza	得撒	得撒	Фирцу	Tirza Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ	Tirza	Tirzah	Tirzah	Tirza
1KI 16:18!3	זִמְרִי֙	זִמְרִי	Zimri	ζαμβρι	Zimri	心利	心利	Замврий	Zimri	Zimri	Zimri	Zimri	simri	Zimri	زِمْرِي	Zimri	Zimri	Zimri	Simri
1KI 16:19!9	יְהוָ֑ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		pa BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:19!12	יָרָבְעָ֔ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 16:19!18	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ				Израиля	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:20!3	זִמְרִ֔י	זִמְרִי	Zimri	ζαμβρι	Zimri	心利	心利	Замврия	Zimri	Zimri	Zimri	Zimri	simri	Zimri	زِمْرِي	Zimri	Zimri	Zimri	Simri
1KI 16:20!15	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильских	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:21!4	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильский	Israeli	Israel	Israël	Israel		Israel		Israel	Israel	Israel	Israel
1KI 16:21!10	תִבְנִ֤י	תִּבְנִי	Tibni	θαμνι		提比尼	提比尼	Фамния	Tibni	Tibni	Thibni	Tibni		Tibni	تِبْنِي	Tibni	Tibni	Tibni	Tibni
1KI 16:21!12	גִּינַת֙	גִּינַ֑ת	Ginath	γωναθ	Ginat	基纳	基納	Гонафова	Ginathi	Ginat	Guinath	Ginat		Ginath	جِينَةَ	Ginat	Ginath	Ginath	Ginat
1KI 16:21!16	עָמְרִֽי	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврия	Omri	Omri	Omri	Omri	omri	Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:22!5	עָמְרִ֔י	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврия	Omri	Omri	Omri	Omri	omri	Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:22!10	תִּבְנִ֣י	תִּבְנִי	Tibni	θαμνι	ƙarfi	提比尼	提比尼	Фамния	Tibni	Tibni	Thibni	Tibni		Tibni	تِبْنِي	Tibni	Tibni	Tibni	Tibni
1KI 16:22!12	גִּינַ֑ת	גִּינַ֑ת	Ginath	γωναθ	Ginat	基纳	基納	Гонафова	Ginathi	Tibni	Guinath	Ginat		Ginath	جِينَةَ	Ginat	Ginath	Ginath	Tibni
1KI 16:22!14	תִּבְנִ֔י	תִּבְנִי	Tibni	θαμνι	Tibni	提比尼	提比尼	Фамний	Tibni	Ginat	Thibni	Tibni		Tibni	تِبْنِي	Tibni	Tibni	Tibni	Ginat
1KI 16:22!16	עָמְרִֽי	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврий	Omri	Omri	Omri	Omri		Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:23!5	אָסָא֙	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 16:23!7	יְהוּדָ֔ה	יְהוּדָה	Judah		Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 16:23!9	עָמְרִי֙	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврий	Omri	Omri	Omri	Omri	omri	Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:23!11	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилем	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:23!15	תִרְצָ֖ה	תִּרְצָה	Tirzah	θερσα	Tirza	得撒	得撒	Фирце	huko Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ	Tirza	Tirzah	Tirzah	Tirza
1KI 16:24!4	שֹׁמְר֛וֹן	שֹׁמְרוֹן	Samaria		Samariya	撒玛利亚	撒瑪利亞	Семерон	Samaria	Samaria	Samarie	Samaria		Samaria	السَّامِرَةِ	Samaria	Samaria	Samaria	Samaria
1KI 16:24!6	שֶׁ֖מֶר	שֶׁ֫מֶר	Shemer	σεμηρ	Shemer	撒玛	撒瑪	Семира	Shemeri	Semer	Schémer	Semer		Shemer	شَامِرَ	Semer	Shemer	Shemer	Semer
1KI 16:24!20	שֶׁ֔מֶר	שֶׁ֫מֶר	Shemer	σεμηρ	Shemer	撒玛	撒瑪	Семира	lake Shemeri	Semer	Schémer	Semer		Shemer	شَامِرَ	Semer	Shemer	Shemer	Semer
1KI 16:24!23	שֹׁמְרֽוֹן	שֹׁמְרוֹן	Samaria	σαεμηρων	Samariya	撒玛利亚	撒瑪利亞	Самариею	Samaria	Samaria	Samarie	Samaria		Samaria	السَّامِرَةِ	Samaria	Samaria	Samaria	Samaria
1KI 16:25!2	עָמְרִ֛י	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврий	Omri	Omri	Omri	Omri	omri	Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:25!5	יְהוָ֑ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		pa BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:26!4	יָרָבְעָ֣ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 16:26!6	נְבָ֔ט	נְבָט	Nebat	ναβατ	Nebat	尼八	尼八	Наватова	Nebati	Nebat	Nebath	Nabat		Nebat	نَبَاطَ	Nebat	Nebat	Nebat	Nebat
1KI 16:26!12	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ		惹 发怒	惹 發怒	Израильтян	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:26!15	יְהוָ֛ה	יהוה	LORD		Isra’ila	以色列	以色列		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:26!17	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	amfani	虚无 的 神明	虛無 的 神明	Израилева	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:27!3	עָמְרִי֙	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврия	Omri	Omri	Omri	Omri	omri	Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:27!17	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильских	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:28!2	עָמְרִי֙	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврий	Omri	Omri	Omri	Omri	omri	Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:28!6	שֹׁמְר֑וֹן	שֹׁמְרוֹן	Samaria	σαμαρείᾳ	Samariya	撒玛利亚	撒瑪利亞	Самарии	huko Samaria	Samaria	Samarie	Samaria		Samaria	السَّامِرَةِ	Samaria	Samaria	Samaria	Samaria
1KI 16:28!8	אַחְאָ֥ב	אַחְאָב	Ahab	αξααβ	Ahab	亚哈	亞哈	Ахав	Ahabu	Ahab	Achab	Acab	ahap	Ahab	أَخْآبُ	Ahab	Ahab	Ahab	Ahab
1KI 16:29!1	אַחְאָ֣ב	אַחְאָב	Ahab	’’		亚哈	亞哈	Ахав	Ahabu	Ahab	Achab	Acab	ahap	Ahab	أَخْآبُ	Ahab	Ahab	Ahab	Ahab
1KI 16:29!3	עָמְרִ֗י	עׇמְרִי	Omri	’’		暗利	暗利	Амвриев	Omri	Omri	Omri	Omri	omri	Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:29!6	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	’’		以色列	以色列	Израилем	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:29!11	אָסָ֖א	אָסָא	Asa	’’	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 16:29!13	יְהוּדָ֑ה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 16:29!15	אַחְאָ֨ב	אַחְאָב	Ahab	αξααβ	Ahab	亚哈	亞哈	Ахав	Ahabu	Ahab	Achab	Acab		Ahab	أَخْآبُ	Ahab	Ahab	Ahab	Ahab
1KI 16:29!17	עָמְרִ֤י	עׇמְרִי	Omri	αμβρι	Omri	暗利	暗利	Амврия	Omri	Omri	Omri	Omri		Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:29!19	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилем	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 16:29!20	שֹׁ֣מְר֔וֹן	שֹׁמְרוֹן	Samaria	σαμαρείᾳ	Samariya	撒玛利亚	撒瑪利亞	Самарии	Samaria	Samaria	Samarie	Samaria		Samaria	السَّامِرَةِ		Samaria	Samaria	Samaria
1KI 16:30!2	אַחְאָ֧ב	אַחְאָב	Ahab	αξααβ	Ahab	亚哈	亞哈	Ахав	Ahabu	Ahab	Achab	Acab	ahap	Ahab	أَخْآبُ	Ahab	Ahab	Ahab	Ahab
1KI 16:30!4	עָמְרִ֛י	עׇמְרִי	Omri		Omri	暗利	暗利	Амврия	Omri	Omri	Omri	Omri		Omri	عُمْرِي	Omri	Omri	Omri	Omri
1KI 16:30!7	יְהוָ֑ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		pa BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 16:31!5	יָרָבְעָ֣ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 16:31!7	נְבָ֑ט	נְבָט	Nebat	ναβατ	Nebat	尼八	尼八	Наватова	Nebati	Nebat	Nebath	Nabat		Nebat	نَبَاطَ	Nebat	Nebat	Nebat	Nebat
